EN,S_CODE,S_CITY,E_CODE,E_CITY,COUPON,NEW,VACATION,SW,HI,S_INCOME,E_INCOME,S_POP,E_POP,SLOT,GATE,DISTANCE,PAX,FARE
366,MDW,Chicago             IL,*,Pittsburgh          PA,1.05,3,No,No,4947.27966530556,29260,25054,7830332,2374260,Free,Constrained,412,6585,208.86
367,JFK,New York/Newark     NY,*,Pittsburgh          PA,1.02,3,No,No,5898.73925140497,32991,25054,8621121,2374260,Controlled,Constrained,325,13957,169.9
368,LGA,New York/Newark     NY,*,Pittsburgh          PA,1.02,3,No,No,5898.73925140497,32991,25054,8621121,2374260,Controlled,Constrained,325,13957,169.9
369,EWR,New York/Newark     NY,*,Pittsburgh          PA,1.02,3,No,No,5898.73925140497,32991,25054,8621121,2374260,Free,Constrained,325,13957,169.9
370,EWR,New York/Newark     NY,*,Pittsburgh          PA,1.02,3,No,No,5898.73925140497,32991,25054,8621121,2374260,Free,Constrained,325,13957,169.9
371,*,Orlando             FL,*,Pittsburgh          PA,1.23,3,Yes,No,6166.32677354556,22360,25054,1421287,2374260,Free,Constrained,831,7121,122.62
372,*,Philadelphia/Camden PA,*,Pittsburgh          PA,1.02,0,No,No,9935.07179931265,27994,25054,4948339,2374260,Free,Constrained,264,9515,134.09
373,*,Boise               ID,*,Portland            OR,1.01,1,No,Yes,4315.92095280292,23901,26409,372606,249561,Free,Free,344,5899,66.88
374,ORD,Chicago             IL,*,Portland            OR,1.34,3,No,No,4409.42340131393,29260,26409,7830332,249561,Controlled,Free,1749,5025,279.61
375,MDW,Chicago             IL,*,Portland            OR,1.34,3,No,No,4409.42340131393,29260,26409,7830332,249561,Free,Free,1749,5025,279.61
376,*,Denver              CO,*,Portland            OR,1.3,3,No,No,6769.3114214749,29055,26409,1862106,249561,Free,Free,992,4701,188.46
377,*,Honolulu (Intl)     HI,*,Portland            OR,1.63,3,Yes,No,3784.94189608928,26681,26409,873131,249561,Free,Free,2603,2746,205.51
378,*,Las Vegas           NV,*,Portland            OR,1.16,3,Yes,Yes,2318.278597684,24575,26409,1197234,249561,Free,Free,760,9497,69.19
379,*,Los Angeles         CA,*,Portland            OR,1.06,0,No,Yes,3153.67748892794,24706,26409,9056076,249561,Free,Free,831,16784,91.97
380,JFK,New York/Newark     NY,*,Portland            OR,1.77,3,No,No,2548.46202519786,32991,26409,8621121,249561,Controlled,Free,2444,4455,302.33
381,LGA,New York/Newark     NY,*,Portland            OR,1.77,3,No,No,2548.46202519786,32991,26409,8621121,249561,Controlled,Free,2444,4455,302.33
382,EWR,New York/Newark     NY,*,Portland            OR,1.77,1,No,No,2548.46202519786,32991,26409,8621121,249561,Free,Constrained,2444,4455,302.33
383,*,Oakland             CA,*,Portland            OR,1.01,3,No,Yes,5281.56199988625,29846,26409,2237227,249561,Free,Free,543,10016,63.76
384,*,Phoenix             AZ,*,Portland            OR,1.31,3,No,Yes,2710.38325112654,23025,26409,2753373,249561,Free,Free,1001,8292,114.95
385,*,Sacramento          CA,*,Portland            OR,1.04,3,No,Yes,5198.85403256638,24236,26409,1481076,249561,Free,Free,485,7070,65.8
386,*,Salt Lake City      UT,*,Portland            OR,1.03,3,No,Yes,5680.53386407531,21121,26409,1228816,249561,Free,Free,633,6602,79.48
387,*,San Diego           CA,*,Portland            OR,1.26,3,No,Yes,4876.68447051704,23903,26409,2673620,249561,Free,Free,933,6302,96.58
388,*,San Francisco       CA,*,Portland            OR,1.01,3,No,No,5144.16911638603,38813,26409,1653017,249561,Free,Free,542,13527,68.41
389,*,San Jose            CA,*,Portland            OR,1,3,No,Yes,4730.96014885117,34880,26409,1594251,249561,Free,Free,569,11593,65.84
390,*,Seattle/Tacoma      WA,*,Portland            OR,1,0,No,No,6397.40417315558,30916,26409,2230831,249561,Free,Free,135,11415,88.46
391,*,Spokane             WA,*,Portland            OR,1.01,3,No,Yes,5020.71936290852,21300,26409,403939,249561,Free,Free,281,6760,50.38
392,*,Baltimore/Wash Intl MD,*,Providence          RI,1.11,2,No,No,9129.66337107728,29838,24205,29838,905329,Free,Free,328,1504,176.88
393,ORD,Chicago             IL,*,Providence          RI,1.11,3,No,No,4124.54746265201,29260,24205,7830332,905329,Controlled,Free,842,2874,219.38
394,MDW,Chicago             IL,*,Providence          RI,1.11,2,No,No,4124.54746265201,29260,24205,7830332,905329,Free,Free,842,2874,219.38
395,JFK,New York/Newark     NY,*,Providence          RI,1,3,No,No,4449.75788002847,32991,24205,8621121,905329,Controlled,Free,147,4158,106.29
396,LGA,New York/Newark     NY,*,Providence          RI,1,3,No,No,4449.75788002847,32991,24205,8621121,905329,Controlled,Free,147,4158,106.29
397,EWR,New York/Newark     NY,*,Providence          RI,1,3,No,No,4449.75788002847,32991,24205,8621121,905329,Free,Constrained,147,4158,106.29
398,*,Orlando             FL,*,Providence          RI,1.55,2,Yes,No,3087.27020513119,22360,24205,1421287,905329,Free,Free,1075,4771,108.96
399,*,Atlanta             GA,*,Raleigh/Durham      NC,1.03,3,No,No,7046.11498000004,26993,26101,3532657,1021830,Free,Free,356,9307,123.44
400,*,Boston              MA,*,Raleigh/Durham      NC,1.26,3,No,No,4542.83218332738,30124,26101,5787293,1021830,Free,Free,606,5598,140.07
401,ORD,Chicago             IL,*,Raleigh/Durham      NC,1.12,3,No,No,4579.82394894575,29260,26101,7830332,1021830,Controlled,Free,636,6123,193.67
402,MDW,Chicago             IL,*,Raleigh/Durham      NC,1.12,3,No,No,4579.82394894575,29260,26101,7830332,1021830,Free,Free,636,6123,193.67
403,*,Dallas/Fort Worth   TX,*,Raleigh/Durham      NC,1.19,3,No,No,7617.69000081006,28637,26101,3036732,1021830,Free,Free,1065,4285,230.56
404,JFK,New York/Newark     NY,*,Raleigh/Durham      NC,1.06,3,No,No,3474.22789472513,32991,26101,8621121,1021830,Controlled,Free,426,12883,154.73
405,LGA,New York/Newark     NY,*,Raleigh/Durham      NC,1.06,3,No,No,3474.22789472513,32991,26101,8621121,1021830,Controlled,Free,426,12883,154.73
406,EWR,New York/Newark     NY,*,Raleigh/Durham      NC,1.06,3,No,No,3474.22789472513,32991,26101,8621121,1021830,Free,Constrained,426,12883,154.73
407,*,Philadelphia/Camden PA,*,Raleigh/Durham      NC,1.02,3,No,No,5317.35956530006,27994,26101,4948339,1021830,Free,Free,346,4288,144.86
408,IAD,Washington          DC,*,Raleigh/Durham      NC,1.01,3,No,No,3266.4409876557,31981,26101,4549784,1021830,Free,Free,225,7241,109.44
409,DCA,Washington          DC,*,Raleigh/Durham      NC,1.01,3,No,No,3266.4409876557,31981,26101,4549784,1021830,Controlled,Free,225,7241,109.44
410,ORD,Chicago             IL,*,Reno                NV,1.41,3,Yes,No,4014.79211755046,29260,29284,7830332,298680,Controlled,Free,1680,3926,125.9
411,MDW,Chicago             IL,*,Reno                NV,1.41,3,Yes,No,4014.79211755046,29260,29284,7830332,298680,Free,Free,1680,3926,125.9
412,*,Las Vegas           NV,*,Reno                NV,1,3,Yes,Yes,5182.36831868464,24575,29284,1197234,298680,Free,Free,344,13102,54.38
413,*,Los Angeles         CA,*,Reno                NV,1.09,3,Yes,Yes,5265.15426894082,24706,29284,9056076,298680,Free,Free,388,10213,60.28
414,*,Oakland             CA,*,Reno                NV,1,3,Yes,Yes,10000,29846,29284,2237227,298680,Free,Free,180,5220,47.85
415,*,Phoenix             AZ,*,Reno                NV,1.07,3,Yes,Yes,4860.35705059253,23025,29284,2753373,298680,Free,Free,592,4517,72.42
416,*,Portland            OR,*,Reno                NV,1.06,3,Yes,Yes,5296.51433866562,26409,29284,249561,298680,Free,Free,444,9368,44.89
417,*,San Diego           CA,*,Reno                NV,1.15,3,Yes,Yes,5550.55962320976,23903,29284,2673620,298680,Free,Free,488,3958,68.59
418,*,San Jose            CA,*,Reno                NV,1,3,Yes,Yes,5454.19458490251,34880,29284,1594251,298680,Free,Free,188,6394,42.47
419,*,Seattle/Tacoma      WA,*,Reno                NV,1.02,3,Yes,Yes,3802.73579808463,30916,29284,2230831,298680,Free,Free,569,14609,45.11
420,JFK,New York/Newark     NY,*,Richmond (Intl)     VA,1.04,3,No,No,5006.44784730757,32991,26553,8621121,936107,Controlled,Free,287,4472,218.54
421,LGA,New York/Newark     NY,*,Richmond (Intl)     VA,1.04,3,No,No,5006.44784730757,32991,26553,8621121,936107,Controlled,Free,287,4472,218.54
422,EWR,New York/Newark     NY,*,Richmond (Intl)     VA,1.04,3,No,No,5006.44784730757,32991,26553,8621121,936107,Free,Constrained,287,4472,218.54
423,JFK,New York/Newark     NY,*,Rochester           NY,1.01,3,No,No,3428.64015827986,32991,26044,8621121,113091,Controlled,Free,254,8469,127.38
424,LGA,New York/Newark     NY,*,Rochester           NY,1.01,3,No,No,3428.64015827986,32991,26044,8621121,113091,Controlled,Free,254,8469,127.38
425,EWR,New York/Newark     NY,*,Rochester           NY,1.01,3,No,No,3428.64015827986,32991,26044,8621121,113091,Free,Constrained,254,8469,127.38
426,*,Burbank             CA,*,Sacramento          CA,1.01,3,No,Yes,9819.55609977992,24706,24236,9056076,1481076,Free,Free,349,15444,52.53
427,*,Las Vegas           NV,*,Sacramento          CA,1.18,3,Yes,Yes,8072.25651687807,24575,24236,1197234,1481076,Free,Free,387,7985,56.91
428,*,Los Angeles         CA,*,Sacramento          CA,1.01,3,No,Yes,4729.10527680559,24706,24236,9056076,1481076,Free,Free,361,18833,56.79
429,*,Phoenix             AZ,*,Sacramento          CA,1.1,3,No,Yes,4450.66572956676,23025,24236,2753373,1481076,Free,Free,629,7007,78.67
430,*,San Diego           CA,*,Sacramento          CA,1.02,3,No,Yes,9130.73461438567,23903,24236,2673620,1481076,Free,Free,472,15062,57.57
431,*,Seattle/Tacoma      WA,*,Sacramento          CA,1.03,3,No,Yes,5889.76713550814,30916,24236,2230831,1481076,Free,Free,618,10303,64.39
432,*,Atlanta             GA,*,Salt Lake City      UT,1.46,3,No,No,6749.12210678807,26993,21121,3532657,1228816,Free,Free,1588,4644,179.13
433,ORD,Chicago             IL,*,Salt Lake City      UT,1.22,3,No,Yes,2711.42226727927,29260,21121,7830332,1228816,Controlled,Free,1259,5763,185.65
434,MDW,Chicago             IL,*,Salt Lake City      UT,1.22,3,No,Yes,2711.42226727927,29260,21121,7830332,1228816,Free,Free,1259,5763,185.65
435,*,Denver              CO,*,Salt Lake City      UT,1,3,No,No,2587.57731552163,29055,21121,1862106,1228816,Free,Free,388,12994,69.6
436,*,Las Vegas           NV,*,Salt Lake City      UT,1.01,3,Yes,Yes,3935.00517437214,24575,21121,1197234,1228816,Free,Free,359,10349,57.4
437,*,Los Angeles         CA,*,Salt Lake City      UT,1.05,3,No,Yes,5089.74544856348,24706,21121,9056076,1228816,Free,Free,584,17617,66.46
438,JFK,New York/Newark     NY,*,Salt Lake City      UT,1.64,3,No,No,3863.49902899796,32991,21121,8621121,1228816,Controlled,Free,1982,4739,259.32
439,LGA,New York/Newark     NY,*,Salt Lake City      UT,1.64,3,No,No,3863.49902899796,32991,21121,8621121,1228816,Controlled,Free,1982,4739,259.32
440,EWR,New York/Newark     NY,*,Salt Lake City      UT,1.64,1,No,No,3863.49902899796,32991,21121,8621121,1228816,Free,Constrained,1982,4739,259.32
441,*,Oakland             CA,*,Salt Lake City      UT,1,1,No,Yes,5218.37792840607,29846,21121,2237227,1228816,Free,Free,586,6460,69.95
442,*,Phoenix             AZ,*,Salt Lake City      UT,1.01,3,No,Yes,3570.78138257466,23025,21121,2753373,1228816,Free,Free,495,12447,73.69
443,*,Sacramento          CA,*,Salt Lake City      UT,1.05,1,No,Yes,6050.64952473416,24236,21121,1481076,1228816,Free,Free,525,4176,72.22
444,*,San Diego           CA,*,Salt Lake City      UT,1.06,3,No,Yes,5193.60694448708,23903,21121,2673620,1228816,Free,Free,617,6671,65.91
445,*,San Francisco       CA,*,Salt Lake City      UT,1.02,3,No,No,4491.65156330229,38813,21121,1653017,1228816,Free,Free,593,6213,85.19
446,*,Seattle/Tacoma      WA,*,Salt Lake City      UT,1.03,3,No,Yes,5135.88436836026,30916,21121,2230831,1228816,Free,Free,696,9201,78.3
447,ORD,Chicago             IL,*,San Antonio         TX,1.28,3,No,Yes,3262.14804570395,29260,21276,7830332,1481709,Controlled,Free,1038,6233,128.36
448,MDW,Chicago             IL,*,San Antonio         TX,1.28,3,No,Yes,3262.14804570395,29260,21276,7830332,1481709,Free,Free,1038,6233,128.36
449,*,Dallas/Fort Worth   TX,*,San Antonio         TX,1.01,3,No,Yes,5130.28674689394,28637,21276,3036732,1481709,Free,Free,242,22163,63.69
450,*,Houston             TX,*,San Antonio         TX,1,3,No,Yes,5751.81514319618,27211,21276,3770125,1481709,Free,Free,177,10581,63.92
451,*,Las Vegas           NV,*,San Antonio         TX,1.3,3,Yes,Yes,5553.15614333045,24575,21276,1197234,1481709,Free,Free,1074,6756,86.71
452,*,Los Angeles         CA,*,San Antonio         TX,1.42,3,No,Yes,2909.14884532692,24706,21276,9056076,1481709,Free,Free,1218,4620,130.09
453,JFK,New York/Newark     NY,*,San Antonio         TX,1.78,3,No,No,2905.974704905,32991,21276,8621121,1481709,Controlled,Free,1577,3732,273.53
454,LGA,New York/Newark     NY,*,San Antonio         TX,1.78,3,No,No,2905.974704905,32991,21276,8621121,1481709,Controlled,Free,1577,3732,273.53
455,EWR,New York/Newark     NY,*,San Antonio         TX,1.78,3,No,No,2905.974704905,32991,21276,8621121,1481709,Free,Constrained,1577,3732,273.53
456,*,Orlando             FL,*,San Antonio         TX,1.6,2,Yes,Yes,2366.36440012589,22360,21276,1421287,1481709,Free,Free,1032,2978,118.17
457,*,Atlanta             GA,*,San Diego           CA,1.44,3,No,No,5011.87780413414,26993,23903,3532657,2673620,Free,Free,1886,4445,204.35
458,*,Boston              MA,*,San Diego           CA,1.94,3,No,No,1888.30294791701,30124,23903,5787293,2673620,Free,Free,2576,3987,291.51
459,ORD,Chicago             IL,*,San Diego           CA,1.27,1,No,Yes,2863.20249728125,29260,23903,7830332,2673620,Controlled,Free,1724,9252,219.63
460,MDW,Chicago             IL,*,San Diego           CA,1.27,3,No,Yes,2863.20249728125,29260,23903,7830332,2673620,Free,Free,1724,9252,219.63
461,*,Dallas/Fort Worth   TX,*,San Diego           CA,1.18,3,No,No,5570.80317385982,28637,23903,3036732,2673620,Free,Free,1163,4596,252.97
462,*,Denver              CO,*,San Diego           CA,1.2,3,No,No,6496.30233863897,29055,23903,1862106,2673620,Free,Free,840,6901,134.79
463,*,Las Vegas           NV,*,San Diego           CA,1.01,0,Yes,Yes,6906.75434626489,24575,23903,1197234,2673620,Free,Free,258,17966,53.14
464,*,Los Angeles         CA,*,San Diego           CA,1,3,No,No,3105.31220321505,24706,23903,9056076,2673620,Free,Free,114,6446,70.41
465,*,Los Angeles         CA,*,San Diego           CA,1,3,No,No,3105.31220321505,24706,23903,9056076,2673620,Free,Free,114,6446,70.41
466,*,Minneapolis/St Paul MN,*,San Diego           CA,1.3,3,No,No,5472.06530069226,28739,23903,2761118,2673620,Free,Constrained,1532,3066,251.73
467,JFK,New York/Newark     NY,*,San Diego           CA,1.57,3,No,No,2313.60358424439,32991,23903,8621121,2673620,Controlled,Free,2433,9343,299.17
468,LGA,New York/Newark     NY,*,San Diego           CA,1.57,3,No,No,2313.60358424439,32991,23903,8621121,2673620,Controlled,Free,2433,9343,299.17
469,EWR,New York/Newark     NY,*,San Diego           CA,1.57,1,No,No,2313.60358424439,32991,23903,8621121,2673620,Free,Constrained,2433,9343,299.17
470,*,Oakland             CA,*,San Diego           CA,1.02,3,No,Yes,9588.08650167618,29846,23903,2237227,2673620,Free,Free,448,16226,57.29
471,*,Phoenix             AZ,*,San Diego           CA,1.01,3,No,Yes,5918.84132852751,23025,23903,2753373,2673620,Free,Free,295,20653,50.1
472,*,San Francisco       CA,*,San Diego           CA,1.02,3,No,Yes,5101.82889809973,38813,23903,1653017,2673620,Free,Free,455,27906,58.68
473,*,Seattle/Tacoma      WA,*,San Diego           CA,1.26,3,No,Yes,5588.71551244492,30916,23903,2230831,2673620,Free,Free,1056,11396,100.8
474,*,Atlanta             GA,*,San Francisco       CA,1.36,3,No,No,5492.5993310251,26993,38813,3532657,1653017,Free,Free,2137,10112,248.49
475,*,Boston              MA,*,San Francisco       CA,1.39,3,No,No,5559.43255021619,30124,38813,5787293,1653017,Free,Free,2694,16050,367.72
476,*,Burbank             CA,*,San Francisco       CA,1,3,No,No,9978.48563161371,24706,38813,9056076,1653017,Free,Free,332,14363,83.74
477,ORD,Chicago             IL,*,San Francisco       CA,1.2,3,No,No,5068.53220624945,29260,38813,7830332,1653017,Controlled,Free,1851,20831,291.66
478,MDW,Chicago             IL,*,San Francisco       CA,1.2,3,No,No,5068.53220624945,29260,38813,7830332,1653017,Free,Free,1851,20831,291.66
479,*,Dallas/Fort Worth   TX,*,San Francisco       CA,1.24,3,No,No,4935.18346266928,28637,38813,3036732,1653017,Free,Free,1463,7537,297.83
480,*,Denver              CO,*,San Francisco       CA,1.09,3,No,No,7251.37244760494,29055,38813,1862106,1653017,Free,Free,960,15039,168.96
481,*,Detroit             MI,*,San Francisco       CA,1.37,3,No,No,5583.01625395535,26506,38813,4459144,1653017,Free,Constrained,2084,4913,314.88
482,*,Houston             TX,*,San Francisco       CA,1.26,3,No,Yes,4745.30066891345,27211,38813,3770125,1653017,Free,Free,1637,7341,241.04
483,*,Kansas City         MO,*,San Francisco       CA,1.35,3,No,No,2024.97030844194,25450,38813,1694803,1653017,Free,Free,1500,6158,116.52
484,*,Las Vegas           NV,*,San Francisco       CA,1.06,3,Yes,Yes,4548.61339765679,24575,38813,1197234,1653017,Free,Free,416,17840,72.58
485,*,Los Angeles         CA,*,San Francisco       CA,1.02,3,No,No,7664.02632939946,24706,38813,9056076,1653017,Free,Free,341,43671,79.23
486,*,Miami               FL,*,San Francisco       CA,1.43,3,Yes,No,4074.10382217345,21207,38813,2105604,1653017,Free,Free,2579,4583,261.67
487,*,Minneapolis/St Paul MN,*,San Francisco       CA,1.19,3,No,No,6902.15480311628,28739,38813,2761118,1653017,Free,Constrained,1589,8881,224.17
488,JFK,New York/Newark     NY,*,San Francisco       CA,1.24,3,No,No,3362.85885724682,32991,38813,8621121,1653017,Controlled,Free,2574,41492,374.4
489,LGA,New York/Newark     NY,*,San Francisco       CA,1.24,3,No,No,3362.85885724682,32991,38813,8621121,1653017,Controlled,Free,2574,41492,374.4
490,EWR,New York/Newark     NY,*,San Francisco       CA,1.24,3,No,No,3362.85885724682,32991,38813,8621121,1653017,Free,Constrained,2574,41492,374.4
491,*,Orlando             FL,*,San Francisco       CA,1.66,3,Yes,No,2638.87114139197,22360,38813,1421287,1653017,Free,Free,2443,4799,261.74
492,*,Philadelphia/Camden PA,*,San Francisco       CA,1.41,3,No,No,3516.96990036175,27994,38813,4948339,1653017,Free,Free,2523,8081,326.76
493,*,Phoenix             AZ,*,San Francisco       CA,1.03,3,No,Yes,3405.74650501374,23025,38813,2753373,1653017,Free,Free,646,14400,85.52
494,*,Seattle/Tacoma      WA,*,San Francisco       CA,1.02,3,No,No,5124.22479750489,30916,38813,2230831,1653017,Free,Free,676,20727,81.28
495,*,Austin              TX,*,San Jose            CA,1.17,3,No,Yes,7262.64868753157,23665,34880,1038660,1594251,Free,Free,1473,4071,200.41
496,*,Boston              MA,*,San Jose            CA,1.53,3,No,No,5155.4707139483,30124,34880,5787293,1594251,Free,Free,2682,3677,402.02
497,*,Burbank             CA,*,San Jose            CA,1,3,No,Yes,9986.31872736322,24706,34880,9056076,1594251,Free,Free,296,10770,59.8
498,ORD,Chicago             IL,*,San Jose            CA,1.27,3,No,No,3654.11269717563,29260,34880,7830332,1594251,Controlled,Free,1837,4600,294.18
499,MDW,Chicago             IL,*,San Jose            CA,1.27,3,No,No,3654.11269717563,29260,34880,7830332,1594251,Free,Free,1837,4600,294.18
500,*,Dallas/Fort Worth   TX,*,San Jose            CA,1.12,3,No,No,7516.35482727267,28637,34880,3036732,1594251,Free,Free,1436,4799,325.02
501,*,Denver              CO,*,San Jose            CA,1.18,3,No,No,8142.60287345427,29055,34880,1862106,1594251,Free,Free,943,4166,263.48
502,*,Las Vegas           NV,*,San Jose            CA,1.01,3,Yes,Yes,5472.43405951519,24575,34880,1197234,1594251,Free,Free,387,13378,55.16
503,*,Los Angeles         CA,*,San Jose            CA,1,3,No,Yes,4636.25344490175,24706,34880,9056076,1594251,Free,Free,305,26888,58.98
504,*,Phoenix             AZ,*,San Jose            CA,1.05,3,No,Yes,5108.01252618544,23025,34880,2753373,1594251,Free,Free,614,10131,92.57
505,*,San Diego           CA,*,San Jose            CA,1,3,No,Yes,4956.26952503884,23903,34880,2673620,1594251,Free,Free,419,17034,63.39
506,*,Seattle/Tacoma      WA,*,San Jose            CA,1.02,3,No,Yes,5201.64848015845,30916,34880,2230831,1594251,Free,Free,702,15072,63.3
507,JFK,New York/Newark     NY,*,Sarasota/Bradenton  FL,1.37,3,Yes,No,3787.29285107681,32991,30460,8621121,528868,Controlled,Free,1042,4028,137.25
508,LGA,New York/Newark     NY,*,Sarasota/Bradenton  FL,1.37,1,Yes,No,3787.29285107681,32991,30460,8621121,528868,Controlled,Free,1042,4028,137.25
509,EWR,New York/Newark     NY,*,Sarasota/Bradenton  FL,1.37,3,Yes,No,3787.29285107681,32991,30460,8621121,528868,Free,Constrained,1042,4028,137.25
510,*,Anchorage           AK,*,Seattle/Tacoma      WA,1.02,3,No,No,6372.58925112017,28690,30916,249642,2230831,Free,Free,1443,14474,142.83
511,*,Atlanta             GA,*,Seattle/Tacoma      WA,1.47,3,No,No,5090.58409194208,26993,30916,3532657,2230831,Free,Free,2182,6124,200.2
512,*,Boston              MA,*,Seattle/Tacoma      WA,1.59,3,No,No,2705.02644070354,30124,30916,5787293,2230831,Free,Free,2489,4560,297.61
513,*,Burbank             CA,*,Seattle/Tacoma      WA,1.11,3,No,Yes,6039.76065644061,24706,30916,9056076,2230831,Free,Free,943,5638,97.46
514,ORD,Chicago             IL,*,Seattle/Tacoma      WA,1.25,1,No,No,4148.55737912382,29260,30916,7830332,2230831,Controlled,Free,1731,10343,260.16
515,MDW,Chicago             IL,*,Seattle/Tacoma      WA,1.25,3,No,No,4148.55737912382,29260,30916,7830332,2230831,Free,Free,1731,10343,260.16
516,*,Dallas/Fort Worth   TX,*,Seattle/Tacoma      WA,1.23,3,No,No,4487.06762717064,28637,30916,3036732,2230831,Free,Free,1662,6482,239.66
517,*,Denver              CO,*,Seattle/Tacoma      WA,1.14,3,No,No,6825.48838213559,29055,30916,1862106,2230831,Free,Free,1028,9760,169.92
518,*,Detroit             MI,*,Seattle/Tacoma      WA,1.42,3,No,No,5870.66415868235,26506,30916,4459144,2230831,Free,Constrained,1932,2575,285.34
519,*,Las Vegas           NV,*,Seattle/Tacoma      WA,1.16,3,Yes,Yes,2781.55356037825,24575,30916,1197234,2230831,Free,Free,869,15887,70.16
520,*,Los Angeles         CA,*,Seattle/Tacoma      WA,1.08,3,No,Yes,3905.34342627535,24706,30916,9056076,2230831,Free,Free,957,28988,101.64
521,*,Minneapolis/St Paul MN,*,Seattle/Tacoma      WA,1.13,3,No,No,7845.91924326414,28739,30916,2761118,2230831,Free,Constrained,1402,6907,186.96
522,JFK,New York/Newark     NY,*,Seattle/Tacoma      WA,1.52,1,No,No,2019.98026658788,32991,30916,8621121,2230831,Controlled,Free,2411,10125,289.25
523,LGA,New York/Newark     NY,*,Seattle/Tacoma      WA,1.52,3,No,No,2019.98026658788,32991,30916,8621121,2230831,Controlled,Free,2411,10125,289.25
524,EWR,New York/Newark     NY,*,Seattle/Tacoma      WA,1.52,1,No,No,2019.98026658788,32991,30916,8621121,2230831,Free,Constrained,2411,10125,289.25
525,*,Oakland             CA,*,Seattle/Tacoma      WA,1.02,3,No,Yes,5328.84882327379,29846,30916,2237227,2230831,Free,Free,677,17497,63.06
526,*,Orlando             FL,*,Seattle/Tacoma      WA,1.88,3,Yes,No,2012.45964040468,22360,30916,1421287,2230831,Free,Free,2553,3183,238.73
527,*,Phoenix             AZ,*,Seattle/Tacoma      WA,1.22,3,No,Yes,2963.01247705078,23025,30916,2753373,2230831,Free,Free,1103,13153,110
528,*,Seattle/Tacoma      WA,*,Spokane             WA,1,3,No,Yes,5552.01168554732,30916,21300,2230831,403939,Free,Free,225,16507,51.3
529,*,Atlanta             GA,*,St Louis            MO,1.07,3,No,No,4636.00376751942,26993,25824,3532657,2549844,Free,Free,471,5303,199.8
530,ORD,Chicago             IL,*,St Louis            MO,1,3,No,Yes,3042.24819109484,29260,25824,7830332,2549844,Controlled,Free,257,24362,76.96
531,MDW,Chicago             IL,*,St Louis            MO,1,3,No,Yes,3042.24819109484,29260,25824,7830332,2549844,Free,Free,257,24362,76.96
532,*,Cleveland           OH,*,St Louis            MO,1.04,3,No,Yes,3642.39280872644,26046,25824,2230955,2549844,Free,Free,492,5629,77.62
533,*,Dallas/Fort Worth   TX,*,St Louis            MO,1.06,3,No,No,4803.13064255981,28637,25824,3036732,2549844,Free,Free,556,7478,188.11
534,*,Denver              CO,*,St Louis            MO,1.08,3,No,No,4128.59952865964,29055,25824,1862106,2549844,Free,Free,785,4186,207.17
535,*,Detroit             MI,*,St Louis            MO,1.02,3,No,Yes,3363.80481878109,26506,25824,4459144,2549844,Free,Constrained,447,10298,77.46
536,*,Houston             TX,*,St Louis            MO,1.03,3,No,Yes,3467.6956389867,27211,25824,3770125,2549844,Free,Free,682,7785,105.13
537,*,Kansas City         MO,*,St Louis            MO,1,3,No,Yes,5034.17829305581,25450,25824,1694803,2549844,Free,Free,244,9784,56.8
538,*,Las Vegas           NV,*,St Louis            MO,1.28,3,Yes,Yes,3699.42372837634,24575,25824,1197234,2549844,Free,Free,1379,4971,141.48
539,*,Los Angeles         CA,*,St Louis            MO,1.28,3,No,Yes,5138.00847013195,24706,25824,9056076,2549844,Free,Free,1602,6165,210.16
540,*,Minneapolis/St Paul MN,*,St Louis            MO,1.03,3,No,No,4901.10133650336,28739,25824,2761118,2549844,Free,Constrained,457,4826,202.77
541,JFK,New York/Newark     NY,*,St Louis            MO,1.16,3,No,No,6275.60641043722,32991,25824,8621121,2549844,Controlled,Free,877,10816,261.63
542,LGA,New York/Newark     NY,*,St Louis            MO,1.16,3,No,No,6275.60641043722,32991,25824,8621121,2549844,Controlled,Free,877,10816,261.63
543,EWR,New York/Newark     NY,*,St Louis            MO,1.16,3,No,No,6275.60641043722,32991,25824,8621121,2549844,Free,Constrained,877,10816,261.63
544,*,Orlando             FL,*,St Louis            MO,1.29,3,Yes,Yes,4708.44138916543,22360,25824,1421287,2549844,Free,Free,869,6082,142.98
545,*,Phoenix             AZ,*,St Louis            MO,1.07,3,No,Yes,3503.22212546456,23025,25824,2753373,2549844,Free,Free,1272,5830,137.2
546,JFK,New York/Newark     NY,*,Syracuse            NY,1,3,No,No,2806.91580522546,32991,22069,8621121,743633,Controlled,Free,199,5275,120.84
547,LGA,New York/Newark     NY,*,Syracuse            NY,1,3,No,No,2806.91580522546,32991,22069,8621121,743633,Controlled,Free,199,5275,120.84
548,EWR,New York/Newark     NY,*,Syracuse            NY,1,3,No,No,2806.91580522546,32991,22069,8621121,743633,Free,Constrained,199,5275,120.84
549,*,Orlando             FL,*,Syracuse            NY,1.55,3,Yes,No,3503.11371567484,22360,22069,1421287,743633,Free,Free,1054,3861,119.9
550,*,Miami               FL,*,Tallahassee         FL,1.04,3,Yes,No,3375.36954628675,21207,21002,2105604,258019,Free,Free,399,2789,105.45
551,*,Atlanta             GA,*,Tampa               FL,1.01,3,Yes,No,4891.84007651736,26993,23654,3532657,2195215,Free,Free,414,17437,87.35
